,908.1,914.294,920.489,926.683,932.877,939.072,945.266,951.46,957.655,963.849,970.044,976.238,982.432,988.627,994.821,1001.015,1007.21,1013.404,1019.598,1025.793,1031.987,1038.181,1044.376,1050.57,1056.764,1062.959,1069.153,1075.348,1081.542,1087.736,1093.931,1100.125,1106.319,1112.514,1118.708,1124.902,1131.097,1137.291,1143.485,1149.68,1155.874,1162.069,1168.263,1174.457,1180.652,1186.846,1193.04,1199.235,1205.429,1211.623,1217.818,1224.012,1230.206,1236.401,1242.595,1248.789,1254.984,1261.178,1267.373,1273.567,1279.761,1285.956,1292.15,1298.344,1304.539,1310.733,1316.927,1323.122,1329.316,1335.51,1341.705,1347.899,1354.094,1360.288,1366.482,1372.677,1378.871,1385.065,1391.26,1397.454,1403.648,1409.843,1416.037,1422.231,1428.426,1434.62,1440.814,1447.009,1453.203,1459.398,1465.592,1471.786,1477.981,1484.175,1490.369,1496.564,1502.758,1508.952,1515.147,1521.341,1527.535,1533.73,1539.924,1546.119,1552.313,1558.507,1564.702,1570.896,1577.09,1583.285,1589.479,1595.673,1601.868,1608.062,1614.256,1620.451,1626.645,1632.839,1639.034,1645.228,1651.423,1657.617,1663.811,1670.006,1676.2,label
0,0.75003626,0.74400024,0.739543,0.7313634,0.7148748,0.71193032,0.70728202,0.7061038,0.70566052,0.70248906,0.70216618,0.70327886,0.70125832,0.70529954,0.70719412,0.7131067,0.71675254,0.71590538,0.72144174,0.72574234,0.72934792,0.733012,0.7313588,0.73613382,0.73692382,0.73869654,0.7400586,0.74190654,0.7430555,0.743907,0.74310318,0.74419254,0.74493704,0.74400092,0.7442488,0.74572666,0.74591698,0.7445512,0.74469516,0.7443773,0.7451059,0.74589222,0.74558656,0.74684672,0.7463349,0.74827006,0.74879462,0.75018502,0.75054246,0.75180588,0.7541224,0.755431,0.75701458,0.75860924,0.75970818,0.76140802,0.76241358,0.76448918,0.76643752,0.76736794,0.76959064,0.77133618,0.77246268,0.77397996,0.77565374,0.77711136,0.77861452,0.78002824,0.78080426,0.7821129,0.78341168,0.78444308,0.78544638,0.78611912,0.7868061,0.7872634,0.78791156,0.78813312,0.78878212,0.78937274,0.79016968,0.79015808,0.79047464,0.7901608,0.78986338,0.79013624,0.7904004,0.79041564,0.7902265,0.79068654,0.7902079,0.79049752,0.7900244,0.79002556,0.79010384,0.78995818,0.78971134,0.78962634,0.78949116,0.78918082,0.78974848,0.78920488,0.7894073,0.78899736,0.78945976,0.78986742,0.79013672,0.7904399,0.79062424,0.79135914,0.79166026,0.79223304,0.79272784,0.7931634,0.79335244,0.79389028,0.79450828,0.7948062,0.79535582,0.79578334,0.79658656,0.79719162,0.79757342,0.79793872,0.79762972,1
1,0.76010204,0.74937148,0.74662212,0.74049104,0.7253989,0.7236622,0.71848296,0.71489666,0.71397058,0.7120084,0.7120375,0.71158336,0.70889082,0.71363152,0.71601944,0.71973082,0.7253377,0.72573906,0.72990068,0.73429114,0.73840436,0.74061204,0.74142706,0.74583784,0.74508182,0.74834678,0.7486987,0.74959482,0.75130506,0.75317848,0.75221154,0.75321322,0.7552224,0.75411486,0.75400794,0.75629636,0.75653238,0.7553735,0.75554618,0.75633678,0.7563835,0.75626058,0.75600882,0.7571775,0.75597828,0.7580524,0.75847152,0.76016008,0.76117644,0.76224378,0.76423788,0.7654531,0.76686566,0.76878626,0.76952696,0.7706061,0.77218576,0.7743707,0.77644708,0.7773001,0.77906786,0.78098792,0.782155,0.7837949,0.7852584,0.78679214,0.78865144,0.7900957,0.79106284,0.79219276,0.79354234,0.79439072,0.79562564,0.79677694,0.7975655,0.7982113,0.79848516,0.79887478,0.79979744,0.79969864,0.80095122,0.80102078,0.80122628,0.80087622,0.80054242,0.80079898,0.8008287,0.80083308,0.800647,0.8009897,0.80041858,0.80047318,0.80032198,0.80007312,0.80007052,0.80008928,0.79953762,0.79944072,0.79926644,0.79908192,0.79955306,0.79911044,0.79938388,0.79870038,0.7992879,0.799477,0.79948106,0.80012224,0.80014316,0.80074896,0.80117136,0.80195682,0.80222622,0.80279878,0.8031262,0.8037426,0.80466016,0.80491,0.80569678,0.80642626,0.80726328,0.80743482,0.80820208,0.80786882,0.80749668,1
2,0.75922056,0.7592407,0.74082054,0.73706626,0.72370424,0.72064768,0.71646304,0.7143274,0.71397682,0.7115882,0.71042704,0.71156282,0.71308864,0.72026564,0.71515786,0.72289288,0.7225256,0.72756584,0.73229678,0.73276764,0.73606494,0.74159376,0.74195264,0.74556682,0.74749972,0.75208588,0.74964168,0.75047884,0.75343816,0.7548368,0.75474786,0.75494254,0.75456648,0.7555429,0.75578396,0.75490018,0.75725128,0.75767604,0.7571056,0.7580297,0.7576471,0.75613678,0.7578471,0.75756032,0.75962244,0.75891938,0.76172536,0.761156,0.7620062,0.76299658,0.76478776,0.76614174,0.76783972,0.76895378,0.7712888,0.77247992,0.77473282,0.7762425,0.7776012,0.7790496,0.78020452,0.7815979,0.78334982,0.78541884,0.78700156,0.78814198,0.78935952,0.79050302,0.79224862,0.79427528,0.79513198,0.79516566,0.79670392,0.79813194,0.79852078,0.79918108,0.79986156,0.8004791,0.80062746,0.80064266,0.80156362,0.80159888,0.80173118,0.80208572,0.80247888,0.80185924,0.80196816,0.801831,0.80253928,0.80155722,0.80169452,0.80180562,0.80145438,0.80080248,0.80164384,0.8010853,0.80094262,0.80107914,0.8010085,0.80052356,0.80040738,0.8006103,0.80017866,0.7997995,0.80017928,0.80022658,0.80071658,0.80090626,0.80141122,0.80185202,0.80224342,0.80302832,0.80345624,0.8039485,0.804407,0.80489458,0.80523032,0.80596064,0.80651156,0.8070563,0.8076818,0.8082075,0.80834658,0.8082094,0.8078989,1
3,0.76210386,0.7552278,0.74221082,0.73630792,0.72231346,0.72018884,0.71731632,0.7144742,0.71381292,0.71247808,0.7112253,0.7132215,0.71751892,0.72150198,0.71688626,0.7253501,0.72065096,0.72803394,0.73543558,0.73456772,0.7372732,0.74244904,0.74338498,0.74681478,0.75044218,0.75417514,0.7526578,0.75371646,0.75534408,0.75682072,0.75676834,0.7563276,0.75622944,0.75764992,0.7579278,0.75697168,0.75882128,0.7594333,0.7589751,0.76032012,0.75930528,0.75836006,0.76011856,0.75974376,0.76129438,0.76059732,0.76361578,0.7632648,0.7634934,0.76535342,0.76738682,0.7688566,0.77018608,0.77165616,0.77295586,0.77453472,0.7774535,0.77857672,0.77977476,0.78147038,0.7829055,0.78443638,0.78588098,0.78772432,0.78919956,0.79052574,0.79192342,0.79315058,0.79498458,0.79676964,0.7976437,0.79772844,0.79905026,0.800301,0.80086152,0.80186348,0.80220268,0.80269388,0.80298522,0.80312348,0.80390308,0.8039643,0.80426046,0.80426646,0.80455506,0.8041506,0.80458062,0.8044012,0.80477494,0.80392572,0.80394512,0.80423066,0.80383154,0.80307098,0.80409716,0.80337474,0.8032842,0.80324244,0.80323888,0.80282226,0.80273368,0.8025504,0.80250326,0.80227002,0.80242498,0.80262132,0.80298834,0.80349004,0.80408348,0.80425632,0.80429354,0.8052531,0.8056989,0.80637438,0.80690368,0.80708636,0.8075045,0.80797554,0.80866384,0.80936616,0.80973388,0.8104488,0.81046104,0.81036864,0.81021194,1
4,0.76565926,0.7630861,0.75108022,0.74426192,0.73279138,0.72565198,0.7236307,0.72309486,0.721494,0.71754344,0.71576638,0.71839796,0.72115576,0.72647574,0.72424786,0.73011764,0.72622766,0.73299906,0.7397544,0.73977566,0.74078086,0.74750336,0.74923852,0.75071668,0.75355836,0.7584309,0.75686648,0.75792672,0.75828642,0.7602046,0.7613784,0.76065742,0.76024168,0.76207134,0.76217958,0.76084418,0.76275752,0.76337018,0.76212192,0.76337892,0.76289398,0.76187576,0.76357086,0.76357438,0.76457514,0.7646946,0.76676786,0.76657138,0.76692754,0.76900602,0.77094968,0.77229766,0.77337052,0.77502122,0.77697568,0.77795306,0.78025426,0.78175142,0.78289924,0.78441804,0.7861026,0.78773472,0.78886058,0.79095198,0.79259926,0.79365436,0.79511044,0.79622476,0.79790296,0.7997566,0.8005818,0.80076694,0.80196804,0.8032595,0.80362362,0.80509684,0.80528724,0.80580822,0.80623944,0.80621654,0.80705502,0.8066581,0.80720792,0.80744454,0.80743386,0.80721508,0.80762472,0.80753096,0.80728818,0.8067163,0.80684412,0.8068883,0.8068315,0.80603356,0.80699184,0.80625974,0.80596996,0.80606532,0.80628848,0.80575282,0.80564484,0.80567986,0.80533276,0.8050621,0.80524788,0.80534652,0.80600166,0.80635114,0.80675714,0.8068887,0.8070016,0.8080368,0.80841784,0.80886678,0.80954818,0.80978714,0.8100592,0.81072622,0.81145124,0.811885,0.81252234,0.81294586,0.81294578,0.81276466,0.81257552,1
5,0.75337416,0.75718006,0.7369988,0.7376389,0.7248335,0.71938156,0.7167006,0.715075,0.71312842,0.71252334,0.71319308,0.71151224,0.71694586,0.71838374,0.7202261,0.71953092,0.7244936,0.72843886,0.73173746,0.73445674,0.7398875,0.74305552,0.74227188,0.74668598,0.74704298,0.7505558,0.75271792,0.75388942,0.75392296,0.75458296,0.75577352,0.75583556,0.75632314,0.75681378,0.7565074,0.75677682,0.7574158,0.75805222,0.7585452,0.75902036,0.75823116,0.7591066,0.75853838,0.75915476,0.75953112,0.7608816,0.76060734,0.76281234,0.76449682,0.76481656,0.7665909,0.76621882,0.7687814,0.77049768,0.77151922,0.7736907,0.7748799,0.77601244,0.77809848,0.77980204,0.7812213,0.783201,0.78532126,0.78726892,0.7886836,0.7898703,0.79164528,0.79309096,0.7938377,0.7949229,0.79628282,0.79703088,0.7976623,0.79873744,0.79964514,0.80014832,0.80094458,0.80062238,0.80183272,0.8021579,0.8022997,0.80274014,0.8024437,0.80311862,0.80266912,0.80313266,0.802766,0.80233954,0.80283688,0.8029754,0.8032594,0.80262182,0.8031407,0.80285306,0.80251824,0.80301982,0.80217248,0.80239922,0.80180576,0.80214646,0.8018424,0.80184742,0.8017612,0.80199274,0.80164396,0.8022009,0.80250948,0.8032392,0.80320854,0.80354818,0.80418514,0.8049098,0.80531104,0.8058209,0.80615916,0.80664782,0.80723256,0.80753312,0.80802922,0.80906388,0.8092074,0.81007124,0.8104679,0.81029592,0.81062136,1
6,0.75576956,0.75540216,0.73689512,0.73837968,0.72639734,0.7202928,0.71871574,0.71681156,0.71216882,0.71139912,0.71335614,0.71163014,0.7170053,0.7185361,0.72045624,0.72024024,0.72481498,0.7291468,0.73294804,0.73645396,0.73855772,0.74291168,0.74381552,0.74769028,0.74755182,0.75012816,0.75262638,0.75469126,0.75467212,0.7547459,0.75627036,0.7568689,0.757208,0.75745654,0.75748034,0.75728744,0.75777218,0.75851954,0.75863506,0.75971492,0.75894398,0.7601906,0.75879216,0.75965904,0.7596196,0.76199244,0.7613673,0.76360064,0.76455628,0.76534438,0.76783274,0.7674444,0.76914502,0.77129682,0.77232954,0.77433128,0.77589462,0.77788086,0.77916344,0.78063662,0.78226546,0.78388632,0.78663366,0.7885319,0.78911066,0.79048348,0.79230476,0.7934232,0.79468956,0.79560968,0.79694786,0.79796042,0.7988233,0.79994458,0.80048452,0.80110734,0.80167914,0.80159054,0.80296322,0.8031681,0.80318814,0.8038988,0.8034284,0.8041808,0.8036893,0.80431166,0.80405976,0.80350704,0.80391674,0.80395256,0.80451132,0.80404982,0.80435364,0.80412254,0.80353976,0.8039337,0.80324902,0.80334756,0.80308504,0.80332446,0.80311682,0.80305332,0.80303862,0.80317788,0.80297162,0.80375176,0.80359928,0.80443958,0.80430912,0.80482796,0.80559382,0.80643628,0.8065608,0.80697678,0.80746792,0.80815484,0.80849358,0.80869492,0.80930338,0.81029058,0.81043214,0.81098356,0.81178836,0.81171048,0.81182732,1
7,0.7521195,0.75002732,0.73404772,0.73391772,0.72256104,0.71140378,0.71183154,0.71228302,0.70732574,0.70562234,0.70812472,0.70729322,0.71244116,0.71367332,0.71549676,0.71565468,0.71920106,0.72448464,0.72738922,0.73110256,0.73361308,0.73787128,0.73770552,0.74037784,0.74174438,0.74525034,0.74647122,0.74780696,0.7486741,0.74836282,0.74928534,0.7501492,0.7507473,0.7506941,0.75037166,0.75092696,0.75130144,0.75204872,0.75303284,0.75308916,0.75219664,0.7535308,0.75389822,0.75349214,0.75356822,0.75527652,0.75582304,0.75750898,0.7590763,0.75990474,0.76133892,0.7617046,0.7635726,0.7649878,0.76641682,0.7692378,0.7700737,0.7713051,0.77305476,0.7751749,0.77622926,0.7779451,0.7806456,0.78254002,0.78352096,0.78469018,0.7864405,0.78801432,0.78927018,0.79000004,0.79127666,0.79199934,0.79288864,0.79397774,0.79476194,0.7949766,0.79604958,0.79611468,0.79700316,0.79737026,0.79772328,0.79803186,0.79775636,0.7986416,0.79804542,0.79840986,0.79832322,0.798168,0.79868402,0.7982636,0.79878162,0.79834366,0.7988215,0.79863682,0.79825612,0.79871664,0.79802152,0.7980863,0.79772646,0.79808086,0.79782498,0.79804178,0.79768882,0.79800972,0.79764168,0.79835556,0.79845072,0.79928398,0.79944406,0.79976652,0.80027214,0.80116598,0.8014047,0.80189718,0.80237342,0.80308234,0.80330118,0.80369982,0.80438304,0.8051309,0.80524992,0.80611248,0.80674516,0.806656,0.80651146,1
8,0.7566655,0.74792494,0.750857,0.73683412,0.72977052,0.72324422,0.71904332,0.71790424,0.71596746,0.71375288,0.71416626,0.7154826,0.71778916,0.718923,0.72211788,0.72606098,0.73090784,0.72921688,0.73629112,0.7318218,0.73751994,0.7434729,0.74364384,0.74871522,0.74971498,0.75137592,0.75235548,0.75447578,0.75543456,0.75462282,0.7556413,0.756354,0.75701922,0.75789086,0.75758436,0.75814164,0.75911724,0.75816938,0.75768374,0.7581683,0.75901358,0.75764596,0.7590617,0.75860926,0.76113586,0.76004512,0.76180562,0.76275098,0.76391636,0.76507284,0.76621488,0.76803342,0.7690882,0.77087174,0.77229976,0.77360198,0.77462428,0.7768327,0.77906532,0.78066884,0.78188522,0.78381666,0.7854564,0.78639298,0.78784734,0.78985476,0.7913039,0.79217918,0.79357938,0.7946045,0.79526248,0.796203,0.79711642,0.7981097,0.7991319,0.8006538,0.80066396,0.80066652,0.80124092,0.80151544,0.8020935,0.80235934,0.80293618,0.80290178,0.80282372,0.80311196,0.80247652,0.80327494,0.80254508,0.80269548,0.80305234,0.80293428,0.80284986,0.80250624,0.802862,0.80262624,0.8022487,0.80226036,0.80183062,0.8022211,0.80168924,0.80153114,0.80151122,0.80170092,0.80167888,0.80200816,0.80253642,0.8029019,0.80310134,0.80323708,0.80367734,0.80431038,0.8049228,0.80538616,0.80549718,0.8063329,0.80671858,0.80743882,0.80797458,0.8082871,0.8086493,0.80989068,0.81001622,0.80974496,0.80965194,1
